ep,ep_reward,time
1,-19161.742347871077,8.048107147216797
2,-6693.126352958744,2.0114598274230957
3,-10615.068855241934,2.226266860961914
4,-13288.923649582835,1.9166536331176758
5,-6066.810679685743,1.7053630352020264
6,-6241.370224515433,1.6988708972930908
7,-6999.589238486609,2.325143575668335
8,-8676.864700800943,2.824333429336548
9,-4232.7609862172885,1.7924418449401855
10,-5844.870932191118,2.0931782722473145
11,-7489.32979001827,2.3910951614379883
12,-9428.703926552447,2.192023515701294
13,-7025.288698992665,1.893570899963379
14,-7515.233864069948,2.087956190109253
15,-11006.356530005534,1.783787727355957
16,-9561.459623237763,2.188530445098877
17,-9450.337450416797,2.8914477825164795
18,-14679.312056120092,1.6923811435699463
19,-14367.097162570099,1.7912845611572266
20,-9223.356938730894,3.492645025253296
21,-7956.229313849817,2.094385862350464
22,-15091.531483863642,1.8929009437561035
23,-11493.712218354874,2.3961899280548096
24,-4576.760093829076,2.2990307807922363
25,-4402.4848142215005,2.4933550357818604
